id	label	description	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	score<Journal impact factor>
1815	samat a (sama-individual)	<table><tr><td>SAMAT A (SAMA-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.2157	0.1338	16	1	1	1	1
1816	nagaswamy v (naga-individual)	<table><tr><td>NAGASWAMY V (NAGA-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.3626	-0.4043	16	1	1	1	1
1817	fung s (fung-individual)	<table><tr><td>FUNG S (FUNG-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.5978	-0.1742	16	1	1	1	1
1818	shenzhen..logy co ltd (ubtc-c)	<table><tr><td>SHENZHEN UBTECH TECHNOLOGY CO LTD (UBTC-C)</td></tr><tr><td>Peso: 1</td></tr></table>	0.3149	-0.5967	4	1	1	1	1
1819	linkstar.. (link-non-standard)	<table><tr><td>LINKSTARTERLAB CO LTD (LINK-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.598	0.6757	11	1	1	1	1
1820	chengdu .. (chen-non-standard)	<table><tr><td>CHENGDU MICROPOSI COMMUNICATION TECHNOLO (CHEN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.1725	0.0059	4	1	1	1	1
1821	inner mo..roup co ltd (imep-c)	<table><tr><td>INNER MONGOLIA POWER GROUP CO LTD (IMEP-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.5644	0.9639	4	1	1	1	1
1822	hebei sp.. (hebe-non-standard)	<table><tr><td>HEBEI SPACE INFORMATION TECHNOLOGY CO (HEBE-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.4669	0.1981	4	1	1	1	1
1823	aisino corp (caes-c)	<table><tr><td>AISINO CORP (CAES-C)</td></tr><tr><td>Peso: 3</td></tr></table>	-0.7284	0.4331	4	3	3	3	1
1824	han d g (hand-individual)	<table><tr><td>HAN D G (HAND-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.9521	-0.0067	11	1	1	1	1
1825	beijing ..logy co ltd (bjgt-c)	<table><tr><td>BEIJING GRIDSUM TECHNOLOGY CO LTD (BJGT-C)</td></tr><tr><td>Peso: 4</td></tr></table>	0.2734	-0.8601	4	4	4	4	1
1826	beijing .. (beij-non-standard)	<table><tr><td>BEIJING DONGLIANG HEALTH TECHNOLOGY CO (BEIJ-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.8051	-0.4969	4	1	1	1	1
1827	beijing .. (beij-non-standard)	<table><tr><td>BEIJING QINGSI TECHNOLOGY CO LTD (BEIJ-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.7395	0.7636	4	1	1	1	1
1828	hamsaveni r (hams-individual)	<table><tr><td>HAMSAVENI R (HAMS-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.5465	0.2152	9	1	1	1	1
1829	vasumathy m (vasu-individual)	<table><tr><td>VASUMATHY M (VASU-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.5417	-0.1605	9	1	1	1	1
1830	tharani s (thar-individual)	<table><tr><td>THARANI S (THAR-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.0199	-0.3627	9	1	1	1	1
1831	shobarani g (shob-individual)	<table><tr><td>SHOBARANI G (SHOB-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.0932	0.2806	9	1	1	1	1
1832	ruckmani v (ruck-individual)	<table><tr><td>RUCKMANI V (RUCK-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.5437	0.0109	9	1	1	1	1
1833	saranya v s (sara-individual)	<table><tr><td>SARANYA V S (SARA-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.6547	-0.3217	9	1	1	1	1
1834	kalai s s (kala-individual)	<table><tr><td>KALAI S S (KALA-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.6721	0.0406	9	1	1	1	1
1835	univ nor..al shenzhen (unwp-c)	<table><tr><td>UNIV NORTHWESTERN POLYTECHNICAL SHENZHEN (UNWP-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.8097	-0.5314	4	1	1	1	1
1836	chengdu .. (chen-non-standard)	<table><tr><td>CHENGDU ZHENSHIWEIDU TECHNOLOGY CO LTD (CHEN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.129	-0.5386	4	1	1	1	1
1837	beijing ..chnology co (eswi-c)	<table><tr><td>BEIJING ESWIN COMPUTING TECHNOLOGY CO (ESWI-C)</td></tr><tr><td>Peso: 3</td></tr></table>	-0.3004	-0.8712	4	3	3	3	1
1838	shanghai.. (shan-non-standard)	<table><tr><td>SHANGHAI DACHENG SMART ELDERLY CARE SERVICE CO              LTD (SHAN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.353	-0.6521	4	1	1	1	1
1839	bhamango.. n (bham-individual)	<table><tr><td>BHAMANGOL B N (BHAM-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.2532	0.1602	9	1	1	1	1
1840	gandal j r (gand-individual)	<table><tr><td>GANDAL J R (GAND-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.4635	0.0194	9	1	1	1	1
1841	patil a v (pati-individual)	<table><tr><td>PATIL A V (PATI-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.5105	0.0307	9	1	1	1	1
1842	patil s p (pati-individual)	<table><tr><td>PATIL S P (PATI-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.1923	0.2403	9	1	1	1	1
1843	patil s g (pati-individual)	<table><tr><td>PATIL S G (PATI-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.9518	-0.7643	9	1	1	1	1
1844	awate s a (awat-individual)	<table><tr><td>AWATE S A (AWAT-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.1553	0.9095	9	1	1	1	1
1845	pawar r (pawa-individual)	<table><tr><td>PAWAR R (PAWA-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.1046	-0.3033	9	1	1	1	1
1846	nashine d r (nash-individual)	<table><tr><td>NASHINE D R (NASH-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.4341	-0.7057	9	1	1	1	1
1847	electric..ontrol cent (cspg-c)	<table><tr><td>ELECTRIC POWER DISPATCHING CONTROL CENT (CSPG-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.0923	-0.5891	4	1	1	1	1
1848	vankara j (vank-individual)	<table><tr><td>VANKARA J (VANK-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.341	-0.9688	9	1	1	1	1
1849	sharmili n (shar-individual)	<table><tr><td>SHARMILI N (SHAR-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.1151	-0.1242	9	1	1	1	1
1850	sunitha t (suni-individual)	<table><tr><td>SUNITHA T (SUNI-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.7314	0.5179	9	1	1	1	1
1851	pureti a (pure-individual)	<table><tr><td>PURETI A (PURE-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.2973	-0.9503	9	1	1	1	1
1852	parvathi.. v (parv-individual)	<table><tr><td>PARVATHI S V (PARV-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.8163	0.5235	9	1	1	1	1
1853	xu h (xuhh-individual)	<table><tr><td>XU H (XUHH-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.1523	0.5529	4	1	1	1	1
1854	univ chi..se acad sci (ucas-c)	<table><tr><td>UNIV CHINESE ACAD SCI (UCAS-C)</td></tr><tr><td>Peso: 2</td></tr></table>	0.7437	-0.2317	4	2	2	2	1
1855	state gr..ower co ele (sgcc-c)	<table><tr><td>STATE GRID TIANJIN ELECTRIC POWER CO ELE (SGCC-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.9781	0.375	4	1	1	1	1
1856	greon co.. (greo-non-standard)	<table><tr><td>GREON CO LTD (GREO-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.4496	-0.6064	11	1	1	1	1
1857	intech w.. (inte-non-standard)	<table><tr><td>INTECH WEB&GENOME INFORMATICS KK (INTE-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.0668	0.4688	10	1	1	1	1
1858	dokurits.. gijutsu so (niit-c)	<table><tr><td>DOKURITSU GYOSEI HOJIN SANGYO GIJUTSU SO (NIIT-C)</td></tr><tr><td>Peso: 1</td></tr></table>	0.0247	-0.4497	10	1	1	1	1
1859	univ kon..ic collabor (ukuk-c)	<table><tr><td>UNIV KONKUK GLOCAL IND ACADEMIC COLLABOR (UKUK-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.0276	0.4397	11	1	1	1	1
1860	lbox co .. (lbox-non-standard)	<table><tr><td>LBOX CO LTD (LBOX-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.5837	0.9717	11	1	1	1	1
1861	abraham k (abra-individual)	<table><tr><td>ABRAHAM K (ABRA-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.0782	-0.6008	16	1	1	1	1
1862	sangani c (sang-individual)	<table><tr><td>SANGANI C (SANG-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.1726	-0.803	16	1	1	1	1
1863	garg g (garg-individual)	<table><tr><td>GARG G (GARG-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.684	-0.7024	16	1	1	1	1
1864	jain r (jain-individual)	<table><tr><td>JAIN R (JAIN-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.051	-0.6821	16	1	1	1	1
1865	srivasta.. s (sriv-individual)	<table><tr><td>SRIVASTAVA S (SRIV-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.6016	0.7539	16	1	1	1	1
1866	yantai z.. (yant-non-standard)	<table><tr><td>YANTAI ZHONGKE NETWORK TECHNOLOGY INST (YANT-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.9924	-0.9124	4	1	1	1	1
1867	thales (thls-c)	<table><tr><td>THALES (THLS-C)</td></tr><tr><td>Peso: 7</td></tr></table>	0.5211	-0.9183	6	7	7	7	1
1868	chinese ..o 1 medical (cpgh-c)	<table><tr><td>CHINESE PLA GEN HOSPITAL NO 1 MEDICAL (CPGH-C)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.4893	-0.8358	4	2	2	2	1
1869	nat chun.. technology (chsh-c)	<table><tr><td>NAT CHUNG-SHAN INST SCI & TECHNOLOGY (CHSH-C)</td></tr><tr><td>Peso: 3</td></tr></table>	-0.5662	-0.1583	16	3	3	3	1
1870	nat inst..nmental res (koad-c)	<table><tr><td>NAT INST ENVIRONMENTAL RES (KOAD-C)</td></tr><tr><td>Peso: 1</td></tr></table>	0.3935	-0.0593	11	1	1	1	1
1871	nippon d..n system kk (nide-c)	<table><tr><td>NIPPON DENKI TSUSHIN SYSTEM KK (NIDE-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.9456	0.4114	10	1	1	1	1
1872	barot m p (baro-individual)	<table><tr><td>BAROT M P (BARO-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.1613	-0.9756	9	1	1	1	1
1873	rehman m (rehm-individual)	<table><tr><td>REHMAN M (REHM-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.3259	0.8302	9	1	1	1	1
1874	joseph j (jose-individual)	<table><tr><td>JOSEPH J (JOSE-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.5417	0.4846	9	1	1	1	1
1875	jain a (jain-individual)	<table><tr><td>JAIN A (JAIN-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.1292	-0.1245	9	1	1	1	1
1876	ranjit p s (ranj-individual)	<table><tr><td>RANJIT P S (RANJ-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.5248	0.3882	9	1	1	1	1
1877	mukherjee p (mukh-individual)	<table><tr><td>MUKHERJEE P (MUKH-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.7812	-0.6948	9	1	1	1	1
1878	mudradi s k (mudr-individual)	<table><tr><td>MUDRADI S K (MUDR-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.3519	0.6331	9	1	1	1	1
1879	das s (dass-individual)	<table><tr><td>DAS S (DASS-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.5986	0.4579	9	1	1	1	1
1880	unihub c.. (unih-non-standard)	<table><tr><td>UNIHUB CHINA INFORMATION TECHNOLOGY CO (UNIH-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.5868	0.7313	4	1	1	1	1
1881	suzhou v.. (suzh-non-standard)	<table><tr><td>SUZHOU VERIZON NETWORK TECHNOLOGY CO LTD (SUZH-Non-standard)</td></tr><tr><td>Peso: 2</td></tr></table>	0.3337	0.5414	4	2	2	2	1
1882	guangzho.. (guan-non-standard)	<table><tr><td>GUANGZHOU CREATEVIEW OPTOELECTRONICS TEC (GUAN-Non-standard)</td></tr><tr><td>Peso: 2</td></tr></table>	0.1291	0.1077	4	2	2	2	1
1883	univ cap..ng shijitan (uymd-c)	<table><tr><td>UNIV CAPITAL MEDICAL BEIJING SHIJITAN (UYMD-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.1682	0.168	4	1	1	1	1
1884	matrix j.. (matr-non-standard)	<table><tr><td>MATRIX JVCO LTD (MATR-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.1902	-0.9193	18	1	1	1	1
1885	matrix j.. (matr-non-standard)	<table><tr><td>MATRIX JVCO LTD TRADING AS AIQ (MATR-Non-standard)</td></tr><tr><td>Peso: 2</td></tr></table>	0.0681	0.7334	18	2	2	2	1
1886	beijing ..chnology co (jdof-c)	<table><tr><td>BEIJING JINGDONG QIANSHI TECHNOLOGY CO (JDOF-C)</td></tr><tr><td>Peso: 6</td></tr></table>	0.556	0.0243	4	6	6	6	1
1887	shanghai..logy co ltd (blbl-c)	<table><tr><td>SHANGHAI BILIBILI TECHNOLOGY CO LTD (BLBL-C)</td></tr><tr><td>Peso: 1</td></tr></table>	0.4533	0.9481	4	1	1	1	1
1888	hangzhou.. (hang-non-standard)	<table><tr><td>HANGZHOU WR POWER TECHNOLOGY CO LTD (HANG-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.601	0.4305	4	1	1	1	1
1889	beijing .. (beij-non-standard)	<table><tr><td>BEIJING WANGHUI ZHICHENG TECHNOLOGY CO (BEIJ-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.5959	0.8103	4	1	1	1	1
1890	toads co.. (toad-non-standard)	<table><tr><td>TOADS CO LTD (TOAD-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.1481	-0.5868	11	1	1	1	1
1891	wuhan wutos co ltd (wuha-c)	<table><tr><td>WUHAN WUTOS CO LTD (WUHA-C)</td></tr><tr><td>Peso: 1</td></tr></table>	0.8899	-0.3481	4	1	1	1	1
1892	shenzhen.. (shen-non-standard)	<table><tr><td>SHENZHEN SUISHOU FINANCIAL SERVICE INFOR (SHEN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.2216	-0.2961	4	1	1	1	1
1893	shenzhen.. (shen-non-standard)	<table><tr><td>SHENZHEN MINGSHU INFORMATION CO LTD (SHEN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.7312	-0.673	4	1	1	1	1
1894	lt4 co l.. (ltfo-non-standard)	<table><tr><td>LT4 CO LTD (LTFO-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.5704	-0.0958	11	1	1	1	1
1895	soltwork.. (solt-non-standard)	<table><tr><td>SOLTWORKS CO LTD (SOLT-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.2561	0.258	11	1	1	1	1
1896	jihua lab (jhlb-c)	<table><tr><td>JIHUA LAB (JHLB-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.0425	0.1056	4	1	1	1	1
1897	opera so.. (oper-non-standard)	<table><tr><td>OPERA SOLUTIONS LLC (OPER-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.6962	-0.2111	16	1	1	1	1
1898	shanghai..bank co ltd (spdb-c)	<table><tr><td>SHANGHAI PUDONG DEV BANK CO LTD (SPDB-C)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.973	-0.4479	4	2	2	2	1
1899	xian che.. (xian-non-standard)	<table><tr><td>XIAN CHENGXI SCI & TECHNOLOGY DEV CO LTD (XIAN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.4364	-0.2882	4	1	1	1	1
1900	xuchang .. (xuch-non-standard)	<table><tr><td>XUCHANG BUPT WANLIAN NETWORK TECHNOLOGY (XUCH-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.8568	0.1329	4	1	1	1	1
1901	univ guangxi normal (ungt-c)	<table><tr><td>UNIV GUANGXI NORMAL (UNGT-C)</td></tr><tr><td>Peso: 7</td></tr></table>	-0.1149	-0.5745	4	7	7	7	1
1902	may farm.. (mayf-non-standard)	<table><tr><td>MAY FARM SOFT CO LTD (MAYF-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.7416	0.4657	11	1	1	1	1
1903	irvine s.. (irvi-non-standard)	<table><tr><td>IRVINE SENSORS CORP (IRVI-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.8176	-0.2741	16	1	1	1	1
1904	fronteo .. (fron-non-standard)	<table><tr><td>FRONTEO INC (FRON-Non-standard)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.5684	0.4752	16	2	2	2	1
1905	ubic kk (ubic-non-standard)	<table><tr><td>UBIC KK (UBIC-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.0132	0.9007	16	1	1	1	1
1906	ubiq inc (ubiq-non-standard)	<table><tr><td>UBIQ INC (UBIQ-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.2975	0.246	16	1	1	1	1
1907	jiangsu .. (jian-non-standard)	<table><tr><td>JIANGSU KUNBO ZHIXING TECHNOLOGY CO LTD (JIAN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.6162	0.971	4	1	1	1	1
1908	pct co l.. (pctp-non-standard)	<table><tr><td>PCT CO LTD (PCTP-Non-standard)</td></tr><tr><td>Peso: 2</td></tr></table>	0.8182	-0.5701	11	2	2	2	1
1909	china av..a electroni (chav-c)	<table><tr><td>CHINA AVIATION IND CORP LEIHUA ELECTRONI (CHAV-C)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.2434	0.4049	4	2	2	2	1
1910	toyota jidosha kk (toyt-c)	<table><tr><td>TOYOTA JIDOSHA KK (TOYT-C)</td></tr><tr><td>Peso: 6</td></tr></table>	-0.9576	-0.8767	18	14	14	14	1
1911	toyota motor co ltd (toyt-c)	<table><tr><td>TOYOTA MOTOR CO LTD (TOYT-C)</td></tr><tr><td>Peso: 2</td></tr></table>	0.7428	0.5933	18	2	2	2	1
1912	tadayon n (tada-individual)	<table><tr><td>TADAYON N (TADA-Individual)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.9108	0.8909	16	2	2	2	1
1913	awl kk (awla-non-standard)	<table><tr><td>AWL KK (AWLA-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.364	-0.2189	10	1	1	1	1
1914	anhui in.. (anhu-non-standard)	<table><tr><td>ANHUI INFO TECH CO LTD (ANHU-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.3082	0.825	4	1	1	1	1
1915	suzhou x.. (suzh-non-standard)	<table><tr><td>SUZHOU XIAER INFORMATION TECHNOLOGY CO (SUZH-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.41	0.9063	4	1	1	1	1
1916	zhijian .. (zhij-non-standard)	<table><tr><td>ZHIJIAN TECHNOLOGY JIANGSU CO LTD (ZHIJ-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.1101	-0.3418	4	1	1	1	1
1917	china ec.. (chec-non-standard)	<table><tr><td>CHINA ECONOMIC INFORMATION SERVICE CO (CHEC-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.0625	-0.2314	4	1	1	1	1
1918	univ lel..ford junior (strd-c)	<table><tr><td>UNIV LELAND STANFORD JUNIOR (STRD-C)</td></tr><tr><td>Peso: 3</td></tr></table>	0.5715	0.5332	16	3	3	3	1
1919	us dept ..ans affairs (usgo-c)	<table><tr><td>US DEPT VETERANS AFFAIRS (USGO-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.302	0.8129	16	1	1	1	1
1920	china co.. (chco-non-standard)	<table><tr><td>CHINA COMSERVICE ZHONGRUI TECHNOLOGY CO (CHCO-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.2744	0.9799	4	1	1	1	1
1921	guangdon.. (guan-non-standard)	<table><tr><td>GUANGDONG CAS GUOZHI TECHNOLOGY DEV CO (GUAN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.0373	-0.99	4	1	1	1	1
1922	zhongke .. (zhon-non-standard)	<table><tr><td>ZHONGKE LINGHANG INTELLIGENT TECHNOLOGY (ZHON-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.0075	-0.8871	4	1	1	1	1
1923	nhn cloud co ltd (nhnn-c)	<table><tr><td>NHN CLOUD CO LTD (NHNN-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.4669	0.0299	11	1	1	1	1
1924	tianxun ..tion co ltd (chtl-c)	<table><tr><td>TIANXUN RUIDA COMMUNICATION CO LTD (CHTL-C)</td></tr><tr><td>Peso: 1</td></tr></table>	0.6628	0.0238	4	1	1	1	1
1925	univ capital medical (uymd-c)	<table><tr><td>UNIV CAPITAL MEDICAL (UYMD-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.4927	-0.2042	4	1	1	1	1
1926	shanghai.. (shan-non-standard)	<table><tr><td>SHANGHAI KUAIQUE INFORMATION TECHNOLOGY (SHAN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.6441	0.7452	4	1	1	1	1
1927	univ anh.. technology (uyat-c)	<table><tr><td>UNIV ANHUI TECHNOLOGY (UYAT-C)</td></tr><tr><td>Peso: 3</td></tr></table>	-0.3888	-0.52	4	3	3	3	1
1928	jiangsu .. (jian-non-standard)	<table><tr><td>JIANGSU AIJIA HOUSEHOLD PROD CO LTD (JIAN-Non-standard)</td></tr><tr><td>Peso: 2</td></tr></table>	0.4067	-0.7408	4	2	2	2	1
1929	gaoxinxi.. (gaox-non-standard)	<table><tr><td>GAOXINXING TECHNOLOGY GROUP CO LTD (GAOX-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.2371	0.4221	4	1	1	1	1
1930	aguilera r (agui-individual)	<table><tr><td>AGUILERA R (AGUI-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.4938	0.8341	18	1	1	1	1
1931	kappeler.. a (kapp-individual)	<table><tr><td>KAPPELER B A (KAPP-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.5189	0.6275	18	1	1	1	1
1932	zhengzho.. (zhen-non-standard)	<table><tr><td>ZHENGZHOU ZHIFENG ELECTRICAL TECHNOLOGY CO              LTD (ZHEN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.248	-0.7557	4	1	1	1	1
1933	zhengzho.. (zhen-non-standard)	<table><tr><td>ZHENGZHOU ZHIFENG ELECTRICAL TECHNOLOGY (ZHEN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.075	-0.0049	4	1	1	1	1
1934	woojoo h.. (wooj-non-standard)	<table><tr><td>WOOJOO HANA CO LTD (WOOJ-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.0843	0.3122	11	1	1	1	1
1935	myung p (myun-individual)	<table><tr><td>MYUNG P (MYUN-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.2984	-0.1766	11	1	1	1	1
1936	zhonggua.. (zhon-non-standard)	<table><tr><td>ZHONGGUANCUN SCI CITY URBAN BRAIN CO LTD (ZHON-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.4127	-0.2907	4	1	1	1	1
1937	shoudain.. (shou-non-standard)	<table><tr><td>SHOUDAINIAO INFORMATION TECHNOLOGY SUZHO (SHOU-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.6633	0.338	4	1	1	1	1
1938	purepred.. (pure-non-standard)	<table><tr><td>PUREPREDICTIVE INC (PURE-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.9078	-0.6207	18	1	1	1	1
1939	cloudvu .. (clou-non-standard)	<table><tr><td>CLOUDVU INC (CLOU-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.3782	-0.6639	18	1	1	1	1
1940	shenyang..on inst cas (caya-c)	<table><tr><td>SHENYANG AUTOMATION INST CAS (CAYA-C)</td></tr><tr><td>Peso: 3</td></tr></table>	-0.751	0.1418	4	3	3	3	1
1941	nantong .. (nant-non-standard)	<table><tr><td>NANTONG TONGOU INTELLIGENT EQUIP TECHNOL (NANT-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.9335	0.9452	4	1	1	1	1
1942	vision s.. (visi-non-standard)	<table><tr><td>VISION SEMANTICS LTD (VISI-Non-standard)</td></tr><tr><td>Peso: 3</td></tr></table>	-0.3956	0.7161	18	3	3	3	1
1943	satyanar.. t (saty-individual)	<table><tr><td>SATYANARAYANA M T (SATY-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.4398	0.9858	9	1	1	1	1
1944	jetti k (jett-individual)	<table><tr><td>JETTI K (JETT-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.436	0.1509	9	1	1	1	1
1945	veeramoh.. r (veer-individual)	<table><tr><td>VEERAMOHANA R R (VEER-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.1019	0.1746	9	1	1	1	1
1946	kishore p n (kish-individual)	<table><tr><td>KISHORE P N (KISH-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.2738	-0.5909	9	1	1	1	1
1947	varma n m k (varm-individual)	<table><tr><td>VARMA N M K (VARM-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.6667	0.5339	9	1	1	1	1
1948	guo j (guoj-individual)	<table><tr><td>GUO J (GUOJ-Individual)</td></tr><tr><td>Peso: 4</td></tr></table>	-0.2453	0.1035	4	4	4	4	1
1949	soil fer.. (soil-non-standard)	<table><tr><td>SOIL FERTILIZER & RESOURCES ENVIRONMENTA (SOIL-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.4876	0.2277	4	1	1	1	1
1950	zhang s (zhan-individual)	<table><tr><td>ZHANG S (ZHAN-Individual)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.6546	-0.822	4	2	2	2	1
1951	liaoning.. (liao-non-standard)	<table><tr><td>LIAONING SUNFLOWER EDUCATION TECHNOLOGY (LIAO-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.4896	-0.1216	4	1	1	1	1
1952	west chi.. (wchp-non-standard)	<table><tr><td>WEST CHINA PRECISION MEDICINE IND TECHNO (WCHP-Non-standard)</td></tr><tr><td>Peso: 2</td></tr></table>	0.2756	-0.4511	4	2	2	2	1
1953	chengdu .. (chen-non-standard)	<table><tr><td>CHENGDU INTELLIGENT ITERATIVE & TECHNOLO (CHEN-Non-standard)</td></tr><tr><td>Peso: 2</td></tr></table>	0.659	0.5569	4	2	2	2	1
